item_id,item_name,category_id,max_quantity
138,cherry- blossom pond stone,1,1
139,cherry- blossom- petal pile,1,1
140,Cinnamoroll parasol,1,1
141,Cinnamoroll signage,1,1
142,Cinnamoroll sofa,1,1
143,Cinnamoroll stool,1,1
144,Cinnamoroll table,1,1
145,clackercart,1,1
146,clarinet,1,1
147,claw- foot tub,1,1
148,clay furnace,1,1
149,climbing wall,1,1
150,clothes closet,1,1
151,clothesline,1,1
152,clothesline pole,1,1
153,coffee plant,1,1
154,cold sleep pod,1,1
155,colorful wheel,1,1
156,colorful- lantern arch,1,1
157,compact kitchen,1,1
158,cone,1,1
159,construction scaffolding,1,1
160,construction sign,1,1
161,conveyor belt,1,1
162,cool bed,1,1
163,cool chair,1,1
164,cool dining table,1,1
165,cool low table,1,1
166,cool side table,1,1
167,cool sofa,1,1
168,copy machine,1,1
169,corner clothing rack,1,1
170,cosmos shower,1,1
171,cotton- candy stall,1,1
172,counter chair,1,1
173,counter table,1,1
174,covered counter,1,1
175,covered wagon,1,1
176,Crab Tank,1,1
177,crane game,1,1
178,creepy skeleton,1,1
179,crescent- moon chair,1,1
180,crew member's seat,1,1
181,crewed spaceship,1,1
182,crosswalk signal,1,1
183,cruiser bike,1,1
184,curtain partition,1,1
185,curved streetlight,1,1
186,cute bed,1,1
187,cute chair,1,1
188,cute DIY table,1,1
189,cute floor lamp,1,1
190,cute sofa,1,1
191,cute tea table,1,1
192,cute vanity,1,1
193,cute wardrobe,1,1
194,cypress bathtub,1,1
195,cypress plant,1,1
196,dartboard,1,1
197,Decayed Guardian,1,1
198,decayed tree,1,1
199,decorative pillar,1,1
200,deer scare,1,1
201,deluxe washer,1,1
202,den chair,1,1
203,den desk,1,1
204,dessert case,1,1
205,destinations signpost,1,1
206,digital scale,1,1
207,diner chair,1,1
208,diner counter chair,1,1
209,diner counter table,1,1
210,diner dining table,1,1
211,diner mini table,1,1
212,diner neon sign,1,1
213,diner sofa,1,1
214,director's chair,1,1
215,display stand,1,1
216,DIY workbench,1,1
217,DJ's turntable,1,1
218,doghouse,1,1
219,donut stool,1,1
220,dormant volcano,1,1
221,double sofa,1,1
222,double- door refrigerator,1,1
223,double- edged sword,1,1
224,dreamy bed,1,1
225,dreamy shelves,1,1
226,dress mannequin,1,1
227,drink machine,1,1
228,drinking fountain,1,1
229,drum set,1,1
230,drying rack,1,1
231,effects rack,1,1
232,EKG machine,1,1
233,elaborate display case,1,1
234,elaborate kimono stand,1,1
235,electric bass,1,1
236,electric guitar,1,1
237,electric kick scooter,1,1
238,elegant bed,1,1
239,elegant chair,1,1
240,elegant console table,1,1
241,elegant dresser,1,1
242,elegant mirror,1,1
243,elegant sofa,1,1
244,elephant slide,1,1
245,evergreen ash,1,1
246,exam table,1,1
247,examination- room desk,1,1
248,excavator,1,1
249,exercise ball,1,1
250,exercise bike,1,1
251,fan,1,1
252,fan palm,1,1
253,fancy bathroom vanity,1,1
254,fence,1,1
255,Festivale balloon lamp,1,1
256,Festivale flag,1,1
257,Festivale float,1,1
258,Festivale garland,1,1
259,Festivale parasol,1,1
260,Festivale stage,1,1
261,Festivale stall,1,1
262,festive tree,1,1
263,fine vase,1,1
264,fire hydrant,1,1
265,fire pit,1,1
266,fireplace,1,1
267,fish- drying rack,1,1
268,fishing- rod stand,1,1
269,flashy- flower sign,1,1
270,flat garden rock,1,1
271,floating block,1,1
272,floor lamp,1,1
273,floor light,1,1
274,floor monitor,1,1
275,floor seat,1,1
276,floor sign,1,1
277,flower bed,1,1
278,flower display case,1,1
279,flower planter,1,1
280,flower stand,1,1
281,flying saucer,1,1
282,folding chair,1,1
283,folding floor lamp,1,1
284,foosball table,1,1
285,forbidden altar,1,1
286,forsythia,1,1
287,fortune- cookie cart,1,1
288,fountain,1,1
289,freezer,1,1
290,fresh cooler,1,1
291,froggy chair,1,1
292,frozen arch,1,1
293,frozen bed,1,1
294,frozen chair,1,1
295,frozen counter,1,1
296,frozen partition,1,1
297,frozen pillar,1,1
298,frozen sculpture,1,1
299,frozen table,1,1
300,frozen tree,1,1
301,frozen- drink machine,1,1
302,full- length mirror,1,1
303,futon,1,1
304,game- show stand,1,1
305,gaming chair,1,1
306,gaming desk,1,1
307,garbage bin,1,1
308,garbage can,1,1
309,garbage pail,1,1
310,garden bench,1,1
311,garden chair,1,1
312,garden faucet,1,1
313,garden lantern,1,1
314,garden rock,1,1
315,garden table,1,1
316,garden wagon,1,1
317,gas range,1,1
318,gazebo,1,1
319,gear apparatus,1,1
320,gear tower,1,1
321,Gemini closet,1,1
322,giant ornament,1,1
323,giant teddy bear,1,1
324,giant vine,1,1
325,gift pile,1,1
326,glass showcase,1,1
327,glowing- moss balloon,1,1
328,glowing- moss boulder,1,1
329,glowing- moss pond,1,1
330,glowing- moss statue,1,1
331,glowing- moss stool,1,1
332,glowing- moss- jar shelves,1,1
333,go board,1,1
334,Goal Pole,1,1
335,Goddess Statue,1,1
336,gold- nugget mining car,1,1
337,golden altar,1,1
338,golden bathtub,1,1
339,golden casket,1,1
340,golden gear apparatus,1,1
341,golden gear tower,1,1
342,golden meter and pipes,1,1
343,golden plate armor,1,1
344,golden samurai suit,1,1
345,golden seat,1,1
346,golden toilet,1,1
347,golden vase,1,1
348,golf bag,1,1
349,gong,1,1
350,grand Atlas moth model,1,1
351,grand b. dragonfly model,1,1
352,grand piano,1,1
353,grand Q. A. birdwing model,1,1
354,grass standee,1,1
355,green- leaf pile,1,1
356,greenhouse box,1,1
357,gurney,1,1
358,hammock,1,1
359,handcart,1,1
360,handwashing area,1,1
361,hanger rack,1,1
362,hanging clothing rack,1,1
363,harp,1,1
364,hay bed,1,1
365,hearth,1,1
366,hedge standee,1,1
367,Hello Kitty bed,1,1
368,Hello Kitty chair,1,1
369,Hello Kitty drawers,1,1
370,Hello Kitty table,1,1
371,hi- fi stereo,1,1
372,high chair,1,1
373,high- end stereo,1,1
374,hinaningyo,1,1
375,horizontal organizer,1,1
376,hose reel,1,1
377,hospital bed,1,1
378,hospital screen,1,1
379,ice- cream display,1,1
380,illuminated present,1,1
381,illuminated reindeer,1,1
382,illuminated snowflakes,1,1
383,illuminated tree,1,1
384,imperial bed,1,1
385,imperial chest,1,1
386,imperial dining chair,1,1
387,imperial dining table,1,1
388,imperial low table,1,1
389,imperial partition,1,1
390,inflatable bird ring,1,1
391,inflatable plaza toy,1,1
392,inflatable sofa,1,1
393,inspection equipment,1,1
394,iron closet,1,1
395,iron frame,1,1
396,iron garden bench,1,1
397,iron garden chair,1,1
398,iron garden table,1,1
399,iron hanger stand,1,1
400,iron shelf,1,1
401,iron worktable,1,1
402,ironing board,1,1
403,ironwood bed,1,1
404,ironwood cart,1,1
405,ironwood chair,1,1
406,ironwood cupboard,1,1
407,ironwood DIY workbench,1,1
408,ironwood dresser,1,1
409,ironwood kitchenette,1,1
410,ironwood low table,1,1
411,ironwood table,1,1
412,IV drip,1,1
413,jackhammer,1,1
414,jail bars,1,1
415,Japanese dresser,1,1
416,juicy- apple TV,1,1
417,jukebox,1,1
418,kadomatsu,1,1
419,karaoke system,1,1
420,katana,1,1
421,Kerokero- keroppi bridge,1,1
422,Kerokero- keroppi hallway,1,1
423,Kerokero- keroppi lantern,1,1
424,Kerokero- keroppi tray,1,1
425,kettle bathtub,1,1
426,kiddie car,1,1
427,kiddie house,1,1
428,kiddie partition,1,1
429,kiddie seesaw,1,1
430,kiddie slide,1,1
431,kids' tent,1,1
432,Kiki & Lala bed,1,1
433,Kiki & Lala cloud maker,1,1
434,Kiki & Lala sofa,1,1
435,Kiki & Lala table,1,1
436,kimono stand,1,1
437,kitchen counter,1,1
438,kitchen dishwasher,1,1
439,kitchen island,1,1
440,kitchen stove,1,1
441,kitty litter box,1,1
442,kotatsu,1,1
443,lab chair,1,1
444,large café table,1,1
445,large cardboard boxes,1,1
446,large covered round table,1,1
447,large magazine rack,1,1
448,large Mushroom Platform,1,1
449,lawn chair,1,1
450,lawn mower,1,1
451,leaf campfire,1,1
452,leaf stool,1,1
453,lecture- hall bench,1,1
454,lecture- hall desk,1,1
455,left chalkboard section,1,1
456,LEGO arcade game,1,1
457,LEGO bed,1,1
458,LEGO DIY workbench,1,1
459,LEGO fireplace,1,1
460,LEGO partition,1,1
461,LEGO plum blossom,1,1
462,LEGO sofa,1,1
463,LEGO table,1,1
464,lifeguard chair,1,1
465,lighted display stand,1,1
466,lighthouse,1,1
467,lily record player,1,1
468,lily- pad table,1,1
469,loft bed with desk,1,1
470,log bed,1,1
471,log bench,1,1
472,log chair,1,1
473,log decorative shelves,1,1
474,log dining table,1,1
475,log extra- long sofa,1,1
476,log garden lounge,1,1
477,log round table,1,1
478,log stakes,1,1
479,log stool,1,1
480,long bathtub,1,1
481,long folding table,1,1
482,loom,1,1
483,low folding table,1,1
484,low screen,1,1
485,Luna's bed,1,1
486,lunar lander,1,1
487,lunar rover,1,1
488,luxury car,1,1
489,Mama bear,1,1
490,Mama panda,1,1
491,manhole cover,1,1
492,maple- leaf pond stone,1,1
493,marble fireplace,1,1
494,marble kitchen island,1,1
495,marble table,1,1
496,marble vanity,1,1
497,marimba,1,1
498,Market Place decoration,1,1
499,Master Sword,1,1
500,maypole,1,1
501,medicine chest,1,1
502,medieval building side,1,1
503,medium cardboard boxes,1,1
504,medium wooden partition,1,1
505,meeting- room table,1,1
506,menu chalkboard,1,1
507,merchandise table,1,1
508,mermaid bed,1,1
509,mermaid chair,1,1
510,mermaid closet,1,1
511,mermaid dresser,1,1
512,mermaid lamp,1,1
513,mermaid screen,1,1
514,mermaid shelf,1,1
515,mermaid sofa,1,1
516,mermaid table,1,1
517,mermaid vanity,1,1
518,metal- and- wood chair,1,1
519,metal- and- wood table,1,1
520,meter and pipes,1,1
521,mic stand,1,1
522,midsized clothing rack,1,1
523,milk can,1,1
524,mini DIY workbench,1,1
525,mini fridge,1,1
526,minicar,1,1
527,mining car,1,1
528,moai statue,1,1
529,mochi pestle,1,1
530,modern hospital bed,1,1
531,modern office chair,1,1
532,monster statue,1,1
533,monstera,1,1
534,moon,1,1
535,mop,1,1
536,Moroccan footrest,1,1
537,Moroccan sofa,1,1
538,Moroccan tray table,1,1
539,mossy garden rock,1,1
540,mountain bike,1,1
541,mountain standee,1,1
542,Mr. Flamingo,1,1
543,Mrs. Flamingo,1,1
544,mum cushion,1,1
545,mush lamp,1,1
546,mush log,1,1
547,mush low stool,1,1
548,mush parasol,1,1
549,mush partition,1,1
550,mush table,1,1
551,music stand,1,1
552,My Melody bed,1,1
553,My Melody chair,1,1
554,My Melody dresser,1,1
555,My Melody table,1,1
556,natural garden chair,1,1
557,natural garden table,1,1
558,natural square table,1,1
559,neutral corner,1,1
560,Nook Inc. yoga mat,1,1
561,Nordic chair,1,1
562,Nordic low table,1,1
563,Nordic lowboard,1,1
564,Nordic shelves,1,1
565,Nordic sofa,1,1
566,Nordic table,1,1
567,nuptial bell,1,1
568,ocean sunfish model,1,1
569,office cabinet,1,1
570,office chair,1,1
571,office desk,1,1
572,oil barrel,1,1
573,oil- barrel bathtub,1,1
574,OK Motors sign,1,1
575,old sewing machine,1,1
576,open wooden shelves,1,1
577,open- frame kitchen,1,1
578,operating- room cart,1,1
579,orange end table,1,1
580,ornament garland,1,1
581,ornament tree,1,1
582,outdoor air conditioner,1,1
583,outdoor bath,1,1
584,outdoor bench,1,1
585,outdoor folding chair,1,1
586,outdoor folding table,1,1
587,outdoor generator,1,1
588,outdoor kitchen,1,1
589,outdoor picnic set,1,1
590,outdoor table,1,1
591,PA speaker,1,1
592,pagoda,1,1
593,palm- tree lamp,1,1
594,pampas grass,1,1
595,pansy table,1,1
596,pants press,1,1
597,Papa bear,1,1
598,Papa panda,1,1
599,paper lantern,1,1
600,parabolic antenna,1,1
601,Paradise Planning hammock,1,1
602,park clock,1,1
603,park fountain,1,1
604,patchwork bed,1,1
605,patchwork chair,1,1
606,patchwork low table,1,1
607,patchwork sofa chair,1,1
608,peach chair,1,1
609,peacock chair,1,1
610,pear bed,1,1
611,pear wardrobe,1,1
612,pergola,1,1
613,pet bed,1,1
614,phone box,1,1
615,piano bench,1,1
616,pile of cardboard boxes,1,1
617,pile of leaves,1,1
618,pile of zen cushions,1,1
619,pinball machine,1,1
620,pine tree,1,1
621,pipe,1,1
622,pirate barrel,1,1
623,pirate- ship cannon,1,1
624,pirate- ship helm,1,1
625,pirate- treasure chest,1,1
626,Pisces lamp,1,1
627,plain party- lights arch,1,1
628,plain sink,1,1
629,plain wooden shop sign,1,1
630,plant partition,1,1
631,plastic bench,1,1
632,plastic clothing organizer,1,1
633,plastic pool,1,1
634,plate armor,1,1
635,playground gym,1,1
636,plaza arch,1,1
637,plaza balloon wagon,1,1
638,plaza bench,1,1
639,plaza clock,1,1
640,plaza ferris wheel,1,1
641,plaza game stand,1,1
642,plaza merry- go- round,1,1
643,plaza teacup ride,1,1
644,plaza train,1,1
645,plush massage chair,1,1
646,podium,1,1
647,Pompompurin bed,1,1
648,Pompompurin chair,1,1
649,Pompompurin rack,1,1
650,Pompompurin table,1,1
651,pond stone,1,1
652,pool,1,1
653,poolside bed,1,1
654,popcorn machine,1,1
655,portable toilet,1,1
656,poster stand,1,1
657,powder- room booth,1,1
658,project table,1,1
659,projection screen,1,1
660,public bench,1,1
661,pull- up- bar stand,1,1
662,punching bag,1,1
663,pyramid,1,1
664,raccoon figurine,1,1
665,ranch bed,1,1
666,ranch chair,1,1
667,ranch cupboard,1,1
668,ranch kitchen,1,1
669,ranch lowboard,1,1
670,ranch tea table,1,1
671,ranch wardrobe,1,1
672,rattan armchair,1,1
673,rattan bed,1,1
674,rattan end table,1,1
675,rattan low table,1,1
676,rattan stool,1,1
677,rattan vanity,1,1
678,rattan wardrobe,1,1
679,rattan waste bin,1,1
680,RC helicopter,1,1
681,reception chair,1,1
682,reception counter,1,1
683,red corner,1,1
684,red- leaf pile,1,1
685,refrigerator,1,1
686,rescue mannequin,1,1
687,retro fan,1,1
688,retro gas pump,1,1
689,retro ice- cream case,1,1
690,retro massage chair,1,1
691,retro stereo,1,1
692,retro trans- portation stop,1,1
693,retro TV,1,1
694,right chalkboard section,1,1
695,robot arm,1,1
696,robot hero,1,1
697,rock guitar,1,1
698,rocket,1,1
699,rocket lamp,1,1
700,rocking chair,1,1
701,rocking horse,1,1
702,rodeo- style springy ride- on,1,1
703,rolling cart,1,1
704,rolling suitcase,1,1
705,rope partition,1,1
706,rose bed,1,1
707,round pillow,1,1
708,round space heater,1,1
709,round streetlight,1,1
710,round topiary,1,1
711,ruined arch,1,1
712,ruined broken pillar,1,1
713,ruined decorated pillar,1,1
714,ruined seat,1,1
715,safe,1,1
716,safety barrier,1,1
717,safety railing,1,1
718,salad bar,1,1
719,sample case,1,1
720,samurai suit,1,1
721,sand castle,1,1
722,sandbox,1,1
723,satellite,1,1
724,sauna heater,1,1
725,scarecrow,1,1
726,scattered papers,1,1
727,schefflera,1,1
728,school chair,1,1
729,school desk,1,1
730,school locker,1,1
731,science pod,1,1
732,scooter,1,1
733,scoreboard,1,1
734,screen,1,1
735,senmaizuke barrel,1,1
736,server,1,1
737,serving cart,1,1
738,shaded floor lamp,1,1
739,shell arch,1,1
740,shell bed,1,1
741,shell fountain,1,1
742,shell partition,1,1
743,shell stool,1,1
744,shell table,1,1
745,shoji divider,1,1
746,shopping cart,1,1
747,short file cabinet,1,1
748,short simple panel,1,1
749,shower booth,1,1
750,sideways pirate barrel,1,1
751,signpost,1,1
752,silent princess,1,1
753,silo,1,1
754,silver confetti blower,1,1
755,silver mic,1,1
756,simple bed,1,1
757,simple chair,1,1
758,simple DIY workbench,1,1
759,simple panel,1,1
760,simple small dresser,1,1
761,simple sofa,1,1
762,simple stool,1,1
763,simple streetlamp,1,1
764,simple table,1,1
765,simple vanity,1,1
766,simple well,1,1
767,skeleton,1,1
768,ski rack,1,1
769,sleeping bag,1,1
770,sleigh,1,1
771,sloppy bed,1,1
772,sloppy sink,1,1
773,sloppy sofa,1,1
774,sloppy table,1,1
775,small café table,1,1
776,small cardboard boxes,1,1
777,small clothing rack,1,1
778,small covered round table,1,1
779,small LED display,1,1
780,small mannequin,1,1
781,small Mushroom Platform,1,1
782,small wooden partition,1,1
783,smoker,1,1
784,snack machine,1,1
785,snare drum,1,1
786,soccer goal,1,1
787,soft- serve lamp,1,1
788,solar panel,1,1
789,South Pole,1,1
790,space shuttle,1,1
791,spaceship control panel,1,1
792,speed bag,1,1
793,sphinx,1,1
794,spinning wheel,1,1
795,Splatfest sign center panel,1,1
796,Splatfest sign left panel,1,1
797,Splatfest sign right panel,1,1
798,Splatoon locker,1,1
799,spooky arch,1,1
800,spooky carriage,1,1
801,spooky chair,1,1
802,spooky lantern set,1,1
803,spooky scarecrow,1,1
804,spooky standing lamp,1,1
805,spooky table,1,1
806,spooky tower,1,1
807,spooky tree,1,1
808,springy ride- on,1,1
809,square bathtub,1,1
810,squat toilet,1,1
811,squid bumper,1,1
812,squid jukebox,1,1
813,stacked fish containers,1,1
814,stacked senmaizuke barrels,1,1
815,stacked shopping baskets,1,1
816,stadiometer,1,1
817,stadium light,1,1
818,stage flame machine,1,1
819,stage lights,1,1
820,stair dresser,1,1
821,stall,1,1
822,standard umbrella stand,1,1
823,standing electric sign,1,1
824,standing shop sign,1,1
825,standing toilet,1,1
826,Statue of Liberty,1,1
827,steamroller,1,1
828,steel fence,1,1
829,steel trash can,1,1
830,stepladder,1,1
831,stone arch,1,1
832,stone lion- dog,1,1
833,stone stool,1,1
834,stone table,1,1
835,stone tablet,1,1
836,Stonehenge,1,1
837,stonework kitchen,1,1
838,storage shed,1,1
839,store shelf,1,1
840,storefront,1,1
841,strategic meeting table,1,1
842,street lamp with banners,1,1
843,street organ,1,1
844,street piano,1,1
845,streetlamp,1,1
846,stroller,1,1
847,studio spotlight,1,1
848,study carrel,1,1
849,study chair,1,1
850,study desk,1,1
851,sturdy office desk,1,1
852,stylish spotlight,1,1
853,surfboard,1,1
854,suspicious cauldron,1,1
855,swinging bench,1,1
856,sword,1,1
857,synthesizer,1,1
858,system kitchen,1,1
859,table with cloth,1,1
860,tall file cabinet,1,1
861,tall garden rock,1,1
862,tall lantern,1,1
863,tank,1,1
864,tankless toilet,1,1
865,tatami bed,1,1
866,Taurus bathtub,1,1
867,tea table,1,1
868,telescope,1,1
869,tennis table,1,1
870,tension- pole rack,1,1
871,termite mound,1,1
872,theremin,1,1
873,three- tiered snowperson,1,1
874,throne,1,1
875,throwback dino screen,1,1
876,throwback hat table,1,1
877,throwback mitt chair,1,1
878,throwback race- car bed,1,1
879,throwback rocket,1,1
880,Thwomp,1,1
881,tiki torch,1,1
882,timpani drums,1,1
883,tiny library,1,1
884,tire stack,1,1
885,tire toy,1,1
886,titan arum,1,1
887,toilet,1,1
888,toilet- cleaning set,1,1
889,tokonoma,1,1
890,tool cart,1,1
891,tool shelf,1,1
892,torii,1,1
893,tourist telescope,1,1
894,Tower of Pisa,1,1
895,Toy Day sleigh,1,1
896,tractor,1,1
897,train set,1,1
898,transit seat,1,1
899,trash bags,1,1
900,treadmill,1,1
901,tree standee,1,1
902,tree's bounty arch,1,1
903,tree's bounty big tree,1,1
904,triangular topiary,1,1
905,tricycle,1,1
906,trophy case,1,1
907,truck,1,1
908,trumpet,1,1
909,tubular chair,1,1
910,tubular shelves,1,1
911,tubular table,1,1
912,tulip surprise box,1,1
913,Turkey Day chair,1,1
914,Turkey Day garden stand,1,1
915,Turkey Day hearth,1,1
916,Turkey Day table,1,1
917,TV camera,1,1
918,Ultra Hand,1,1
919,unknown machine,1,1
920,upright locker,1,1
921,upright organizer,1,1
922,upright piano,1,1
923,upright vacuum,1,1
924,utility pole,1,1
925,utility sink,1,1
926,utility wagon,1,1
927,vacuum cleaner,1,1
928,vehicle cabin seat,1,1
929,velvet stool,1,1
930,vertical banner,1,1
931,video camera,1,1
932,vine bench,1,1
933,vine hanging chair,1,1
934,vintage desk,1,1
935,vintage dresser,1,1
936,vintage low table,1,1
937,vintage sofa,1,1
938,vintage stool,1,1
939,vintage TV tray,1,1
940,Virgo harp,1,1
941,volleyball net,1,1
942,washbasin,1,1
943,water cooler,1,1
944,water pump,1,1
945,wave breaker,1,1
946,wedding arch,1,1
947,wedding bench,1,1
948,wedding chair,1,1
949,wedding flower stand,1,1
950,wedding head table,1,1
951,wedding pipe organ,1,1
952,wedding table,1,1
953,wedding welcome board,1,1
954,weight bench,1,1
955,western- style stone,1,1
956,wheat field,1,1
957,wheelchair,1,1
958,whirlpool bath,1,1
959,whiteboard,1,1
960,wide display stand,1,1
961,wild log bench,1,1
962,wind turbine,1,1
963,windmill,1,1
964,winnowing machine,1,1
965,wood partition,1,1
966,wood- burning stove,1,1
967,wood- plank table,1,1
968,wooden bookshelf,1,1
969,wooden box,1,1
970,wooden chair,1,1
971,wooden chest,1,1
972,wooden double bed,1,1
973,wooden end table,1,1
974,wooden field sign,1,1
975,wooden full- length mirror,1,1
976,wooden locker,1,1
977,wooden low table,1,1
978,wooden mini table,1,1
979,wooden simple bed,1,1
980,wooden stool,1,1
981,wooden storage shed,1,1
982,wooden table,1,1
983,wooden wardrobe,1,1
984,wooden waste bin,1,1
985,wooden- block bed,1,1
986,wooden- block bench,1,1
987,wooden- block bookshelf,1,1
988,wooden- block chair,1,1
989,wooden- block chest,1,1
990,wooden- block stereo,1,1
991,wooden- block stool,1,1
992,wooden- block table,1,1
993,yacht,1,1
994,yellow- leaf pile,1,1
995,yoga mat,1,1
996,yucca,1,1
997,zen bench,1,1
998,zen cushion,1,1
999,zen low table,1,1
1000,zen lowboard,1,1
1001,zen- style stone,1,1
1002,Zonai authenti- cation crest,1,1
1003,1- Up Mushroom,2,1
1004,accessories stand,2,1
1005,ACNH Nintendo Switch,2,1
1006,afternoon- tea set,2,1
1007,agrias butterfly model,2,1
1008,air circulator,2,1
1009,aji fry,2,1
1010,aloha- edition carrying case,2,1
1011,aluminum briefcase,2,1
1012,analog kitchen scale,2,1
1013,anchoas al ajillo,2,1
1014,anchovy model,2,1
1015,angelfish model,2,1
1016,ant farm,2,1
1017,ant model,2,1
1018,anthurium plant,2,1
1019,antique cash register,2,1
1020,antique map,2,1
1021,antique radio,2,1
1022,apple jam,2,1
1023,apple jelly,2,1
1024,apple pie,2,1
1025,apple smoothie,2,1
1026,apple tart,2,1
1027,arapaima model,2,1
1028,aroma pot,2,1
1029,arowana model,2,1
1030,Baby bear,2,1
1031,Baby panda,2,1
1032,backlit sign,2,1
1033,bagworm model,2,1
1034,baked potatoes,2,1
1035,ball,2,1
1036,bamboo candleholder,2,1
1037,bamboo drum,2,1
1038,bamboo lunch box,2,1
1039,bamboo sphere,2,1
1040,bamboo- shoot lamp,2,1
1041,bamboo- shoot soup,2,1
1042,banker's lamp,2,1
1043,barred knifejaw model,2,1
1044,barred- knifejaw carpaccio,2,1
1045,barreleye model,2,1
1046,baseball set,2,1
1047,bath bucket,2,1
1048,beach ball,2,1
1049,bell cricket model,2,1
1050,berliner,2,1
1051,betta model,2,1
1052,bingo wheel,2,1
1053,birthday cake,2,1
1054,birthday candles,2,1
1055,birthday cupcake,2,1
1056,biryani,2,1
1057,bitterling model,2,1
1058,black bass model,2,1
1059,blood- orange juice,2,1
1060,blossom lantern,2,1
1061,blowfish model,2,1
1062,blue marlin model,2,1
1063,blue weevil beetle model,2,1
1064,bluegill model,2,1
1065,board game,2,1
1066,book,2,1
1067,book stands,2,1
1068,bottle crate,2,1
1069,bottled beverage,2,1
1070,bottled ship,2,1
1071,bread,2,1
1072,bread gratin,2,1
1073,brine- shrimp aquarium,2,1
1074,bronze bug trophy,2,1
1075,bronze fish trophy,2,1
1076,bronze HHA trophy,2,1
1077,brown cicada model,2,1
1078,brown- sugar cupcakes,2,1
1079,brown- sugar pound cake,2,1
1080,Bunny Day basket,2,1
1081,Bunny Day candy,2,1
1082,Bunny Day lamp,2,1
1083,bunny garden decoration,2,1
1084,butterfly fish model,2,1
1085,cake salé,2,1
1086,camp stove,2,1
1087,candle,2,1
1088,cans,2,1
1089,caprese sandwich set,2,1
1090,card tower,2,1
1091,cardboard box,2,1
1092,cards,2,1
1093,carnations,2,1
1094,carp model,2,1
1095,carp on a cutting board,2,1
1096,carpaccio di capesante,2,1
1097,carpaccio di marlin blu,2,1
