sale_id,sale_date,amount,product
127,2001-8-20,9522.49,subscription
128,2026-9-18,3488.13,gizmo
129,2015-10-16,3197.34,gizmo
130,1998-4-29,3704.18,phone
131,1995-11-1,2977.55,whatsit
132,2026-1-19,2558.60,whatsit
133,2010-12-15,1354.45,toy
134,2026-12-7,3061.71,subscription
135,2007-6-12,7047.61,phone
136,2016-8-9,7489.55,subscription
137,2023-7-23,4618.49,toy
138,2026-3-21,6964.17,whatchamacalit
139,1995-8-4,2775.61,whatsit
140,1997-9-14,8817.83,toy
141,2000-12-26,3479.57,gizmo
142,2026-5-15,9794.4,phone
143,2022-6-14,147.17,thingy
144,2015-10-20,4147.89,toy
145,1995-12-27,1534.82,toy
146,2024-11-16,3807.62,gizmo
147,2023-10-18,8422.43,thingamabob
148,2026-5-27,3225.7,phone
149,2022-5-29,2939.94,toy
150,2018-1-9,4004.2,book
151,2018-6-30,5220.22,gadget
152,1997-3-21,4161.8,toy
153,2017-4-30,9215.45,doohickey
154,1996-5-28,3832.93,whoozit
155,1995-7-25,8694.18,gizmo
156,1998-11-18,3280.60,car
157,2013-1-13,5990.85,whatsit
158,1997-6-29,423.44,gizmo
159,2017-2-25,9615.54,whatsit
160,2016-7-30,3550.94,gizmo
161,2021-2-22,2766.5,gadget
162,2005-4-24,576.96,whatchamacalit
163,2019-10-11,2717.66,whatchamacalit
164,2010-11-6,9056.22,whatchamacalit
165,2016-6-5,1305.81,pet
166,2013-4-11,1213.85,whatchamacalit
167,1995-7-17,9139.54,toy
168,2015-3-22,5482.67,thingamabob
169,2006-3-9,699.96,thingy
170,2003-2-5,496.23,thingamabob
171,2007-11-10,4287.84,toy
172,2023-4-5,9044.75,gizmo
173,2019-7-11,9740.66,toy
174,2020-12-9,8332.29,subscription
175,1998-12-23,7961.23,thingamabob
176,2023-8-20,8869.39,gizmo
177,2013-7-13,9642.12,whatsit
178,2022-7-19,7473.92,thingy
179,1996-9-22,6088.7,pet
180,1996-12-14,243.41,whatsit
181,2026-5-20,2735.29,pet
182,2015-6-15,8914.53,doohickey
183,2024-9-30,5881.66,book
184,2003-8-28,8716.8,doohickey
185,1995-8-29,5183.54,whatsit
186,2001-4-13,7817.29,pet
187,2009-7-16,8781.66,subscription
188,2009-12-15,7515.26,gizmo
189,2010-12-17,4346.54,gadget
190,1996-6-6,8653.41,phone
191,2024-7-24,7994.40,gizmo
192,2020-10-25,3223.53,car
193,2013-4-8,3841.51,pet
194,2000-6-14,785.85,whoozit
195,2021-12-5,9984.16,gadget
196,2006-9-15,7195.44,gadget
197,2001-1-17,1913.78,gizmo
198,2023-3-3,8200.81,phone
199,2013-7-24,1734.57,whatchamacalit
200,1996-3-11,2656.65,doohickey
201,2017-5-24,1180.32,phone
202,1997-3-30,9599.90,phone
203,2000-1-7,8132.93,whoozit
204,2000-2-14,9960.57,pet
205,2025-4-24,359.56,whatchamacalit
206,2024-8-27,7560.64,doohickey
207,2013-10-14,6299.82,whoozit
208,2018-9-27,4962.86,car
209,2007-6-1,1043.81,gadget
210,2005-9-4,7979.92,gizmo
211,1997-3-8,6214.48,whatsit
212,1995-5-25,7955.87,whatsit
213,2018-8-13,5120.95,thingamabob
214,1997-6-9,3506.43,whatchamacalit
215,2023-4-9,9457.87,whoozit
216,1996-4-15,3155.85,book
217,2008-6-17,928.35,subscription
218,2022-6-2,7183.23,thingy
219,2023-7-24,406.12,gadget
220,2026-11-25,1174.51,book
221,2005-6-10,8712.3,phone
222,1996-10-21,4995.99,whatsit
223,1996-2-9,6742.12,whatchamacalit
224,2012-8-5,9452.33,whoozit
225,2013-12-28,8495.69,pet
226,2018-11-2,8549.54,car
227,1998-9-22,8573.27,subscription
228,2002-10-10,8108.62,subscription
229,2000-11-21,5926.99,doohickey
230,2016-9-6,1589.74,thingy
231,2009-3-5,8028.65,whatsit
232,2013-11-10,1168.24,toy
233,2016-7-11,4204.23,book
234,2012-2-13,6552.84,pet
235,2008-12-22,3660.17,car
236,2024-8-18,5637.55,car
237,2011-12-25,2660.40,phone
238,2002-5-8,9892.95,subscription
239,2000-12-22,6481.40,subscription
240,2006-5-17,3368.89,pet
241,2021-4-1,5085.14,gadget
242,2024-2-25,7365.5,book
243,1995-11-27,6972.27,toy
244,1996-5-11,3194.79,thingamabob
245,2017-9-3,3383.13,pet
246,1998-2-25,2992.77,book
247,2005-8-30,4907.71,gadget
248,2014-6-28,3284.58,doohickey
249,2019-3-20,4645.94,gadget
250,2019-9-23,7927.5,gadget
251,2004-7-23,6322.94,gadget
252,2022-5-26,6178.17,gizmo
253,2026-8-19,2226.39,pet
254,2007-1-30,7905.13,thingy
255,2003-4-17,4467.3,subscription
256,2015-1-19,1476.20,whatsit
257,1995-12-15,3903.90,pet
258,2020-12-20,523.59,gizmo
259,2023-8-9,4075.91,pet
260,2013-5-6,3624.71,gadget
261,2007-4-17,2717.43,subscription
262,2003-5-4,6031.43,book
263,2004-1-13,788.0,gizmo
264,2006-10-29,4767.21,whoozit
265,1997-2-12,8564.92,subscription
266,2013-8-21,7867.41,pet
267,2005-7-6,71.1,thingy
268,2008-10-21,5138.66,thingamabob
269,2026-8-1,1140.41,thingamabob
270,2017-10-19,1625.11,gadget
271,1995-2-14,2451.70,whatchamacalit
272,2008-1-27,5923.70,whatsit
273,2021-5-16,7315.22,toy
274,1996-12-15,3696.33,pet
275,2017-11-16,4425.66,whatsit
276,2020-2-16,2085.33,doohickey
277,2002-3-9,8526.84,thingy
278,2007-2-2,3260.99,subscription
279,2009-11-4,6858.29,book
280,2005-6-20,5095.73,toy
281,2021-8-7,6269.45,subscription
282,2011-6-16,3870.54,phone
283,2004-10-9,5219.65,subscription
284,2003-12-12,8032.0,gizmo
285,2026-1-3,6287.23,thingy
286,2023-2-2,3313.53,whatchamacalit
287,2013-3-25,8491.76,whatsit
288,2023-6-8,8022.85,book
289,2011-2-8,4528.77,phone
290,2026-4-6,2982.85,gizmo
291,2023-5-15,6074.65,doohickey
292,2002-7-12,3458.71,whoozit
293,2000-1-28,469.40,phone
294,2023-1-9,450.82,whatsit
295,2021-7-14,4546.13,thingamabob
296,2007-8-27,5988.84,whatsit
297,2017-4-9,5885.20,thingy
298,1997-7-29,1472.16,pet
299,2000-7-4,8595.5,pet
300,2013-11-29,9710.8,gadget
301,2007-2-15,9650.86,whatchamacalit
302,2024-2-16,120.49,gadget
303,2021-11-24,2957.74,whoozit
304,2001-6-30,2540.63,book
305,2021-5-30,1660.93,toy
306,2005-1-26,8255.84,toy
307,2024-6-21,4717.54,thingy
308,1999-6-4,7228.95,gizmo
309,2003-1-5,1461.88,pet
310,2021-5-23,8062.37,gadget
311,2003-2-30,7790.99,phone
312,2001-10-21,1958.51,subscription
313,2006-4-29,9666.7,toy
314,1997-12-6,3848.39,pet
315,2000-2-17,3918.89,thingamabob
316,2020-9-22,3019.18,thingamabob
317,2008-7-19,2750.71,toy
318,2026-3-1,1812.11,whoozit
319,2025-7-22,7037.18,whoozit
320,2011-6-18,4488.35,toy
321,2002-3-19,4308.19,subscription
322,2012-11-18,9013.98,pet
323,2001-1-27,323.66,whatsit
324,2021-2-26,2395.17,thingy
325,2009-8-16,8366.46,toy
326,2003-5-24,5224.42,thingy
327,2022-4-20,7780.77,thingy
328,1995-6-26,3333.35,whoozit
329,2004-7-27,2818.34,book
330,2016-4-8,3906.28,book
331,2008-5-15,4687.1,doohickey
332,2013-9-14,9966.61,whatchamacalit
333,2007-1-6,3591.2,thingamabob
334,2010-12-25,996.42,car
335,2010-1-17,3744.73,phone
336,2003-11-1,8401.62,car
337,2014-11-15,2617.92,car
338,2000-12-15,2729.16,phone
339,2003-3-1,6263.38,doohickey
340,2006-2-2,4889.89,gizmo
341,2002-8-15,5191.81,whatsit
342,1996-12-12,6203.54,whoozit
343,2002-5-22,226.41,whatchamacalit
344,2006-9-24,1806.29,book
345,1995-11-17,4816.96,book
346,2004-10-16,8894.66,whatsit
347,2018-11-13,9553.43,thingamabob
348,2026-1-16,5380.75,whatchamacalit
349,1995-12-22,6107.49,gadget
350,2012-2-12,5842.48,gadget
351,1999-5-26,1419.39,gadget
352,2019-6-14,133.61,thingy
353,2017-1-11,8846.31,gadget
354,2015-8-20,5699.87,pet
355,2000-4-11,942.72,toy
356,2003-10-8,7480.62,subscription
357,2019-6-20,8778.40,phone
358,2023-11-17,9379.82,whoozit
359,2006-8-14,5104.88,gizmo
360,2008-3-23,8462.41,thingamabob
361,2009-5-22,3222.16,thingy
362,1995-3-16,7497.10,toy
363,2012-9-5,209.65,whatsit
364,1999-5-7,3075.18,doohickey
365,2000-1-18,2097.17,gizmo
366,2011-10-16,5311.68,gadget
367,2004-9-22,9739.12,gizmo
368,2023-3-28,1140.62,toy
369,2008-7-15,7439.57,thingy
370,1999-4-25,6394.87,book
371,1998-1-24,1932.24,car
372,2021-1-11,2188.62,gadget
373,1999-1-13,6999.93,phone
374,2016-12-6,8725.90,phone
375,2008-2-22,8919.34,whatsit
376,2008-3-8,4323.14,gadget
377,2009-1-12,4.28,gadget
378,2003-6-3,9433.28,gizmo
379,2006-6-29,1763.8,gadget
380,2017-1-24,4510.14,car
381,2022-9-3,5678.67,pet
382,1997-7-24,6879.42,phone
383,2014-10-7,8225.65,car
384,2004-7-8,5266.79,thingamabob
385,2022-10-9,7594.47,whatchamacalit
386,2023-7-29,1307.14,thingy
387,2009-8-19,2599.15,doohickey
388,2001-8-24,5202.7,phone
389,1996-9-20,9448.23,gadget
390,2019-7-4,7775.14,gizmo
391,2002-3-27,9456.58,pet
392,1999-6-21,3380.59,thingamabob
393,2019-3-24,354.90,thingy
394,2006-5-17,7558.51,doohickey
395,1998-3-17,5623.83,whatchamacalit
396,1998-12-3,9951.28,whatsit
397,2007-11-29,222.51,gizmo
398,1998-9-29,6757.91,phone
399,2020-11-27,7241.51,book
400,2011-4-17,8034.13,thingamabob
401,2023-2-30,8326.96,pet
402,2010-12-6,3305.1,gizmo
403,2017-9-10,1237.70,gadget
404,2004-6-6,4284.30,pet
405,2009-6-26,636.21,subscription
406,1995-6-6,6101.13,thingy
407,2009-2-4,3038.72,gadget
408,1997-4-4,8132.25,whatchamacalit
409,1997-12-25,4006.12,gizmo
410,2023-6-11,2463.51,pet
411,1995-3-29,4876.68,toy
412,2016-8-1,2137.57,subscription
413,2017-9-30,7800.82,phone
414,2006-5-4,2623.34,whatsit
415,2018-5-20,1509.39,gizmo
416,2015-12-18,8429.81,subscription
417,2025-5-19,6042.22,toy
418,2018-4-30,2478.60,phone
419,1996-7-21,2699.80,gizmo
420,2009-3-9,8687.46,whatchamacalit
421,2020-5-10,5682.16,thingamabob
422,2014-1-26,8290.46,car
423,2010-12-25,4283.15,whoozit
424,2008-1-23,7623.83,whatsit
425,2012-12-23,9056.22,book
426,2023-12-27,9571.47,gadget
427,2014-4-30,2171.38,pet
428,2026-6-24,2437.50,gizmo
429,2001-4-29,1128.19,whatsit
430,2021-7-18,8841.15,book
431,2021-11-23,6105.65,whatsit
432,1999-3-19,3189.63,whoozit
433,2026-12-7,4606.82,whoozit
434,2012-2-20,9485.52,toy
435,2025-11-12,2524.87,doohickey
436,2013-3-26,1564.28,thingamabob
437,1999-3-26,8509.30,book
438,2009-4-29,5415.64,whoozit
439,2007-5-9,8358.66,gadget
440,2013-1-28,7981.43,gizmo
441,2001-7-26,8277.46,doohickey
442,2007-9-17,8743.37,book
443,1996-1-11,99.8,subscription
444,2023-12-27,9516.56,pet
445,2015-10-24,8008.89,book
446,2021-8-13,4187.74,phone
447,2013-4-9,4975.16,pet
448,2019-2-13,3589.83,doohickey
449,2016-6-12,7907.24,whatsit
450,1998-7-29,1411.72,whatsit
451,1997-12-11,3573.1,whatsit
452,2013-8-6,4881.16,book
453,2024-7-11,2535.52,gadget
454,2011-7-20,9012.37,thingy
455,1996-6-20,5734.96,whoozit
456,2019-2-5,5450.90,toy
457,1995-11-20,7942.19,pet
458,2006-7-29,6372.48,pet
459,2013-9-1,4071.14,pet
460,2002-1-24,495.92,whatsit
461,2002-2-1,8274.23,subscription
462,1997-11-30,2075.25,gizmo
463,2007-7-18,1932.36,whatsit
464,2025-6-18,4728.7,book
465,2026-12-30,4929.53,car
466,2005-11-3,108.75,toy
467,2011-2-26,5156.32,gizmo
468,2021-10-19,6829.52,book
469,2014-11-5,3868.46,subscription
470,2022-1-24,7553.3,doohickey
471,2019-3-7,9445.31,whatsit
472,1995-3-23,1933.54,book
473,2024-6-9,9139.19,toy
474,2015-3-19,9986.18,gizmo
475,2005-2-20,7704.9,gizmo
476,2002-7-13,4614.39,doohickey
477,2002-9-12,3231.22,car
478,1998-10-26,3281.70,whatchamacalit
479,2021-12-4,4167.59,doohickey
480,2007-12-1,7320.69,book
481,2023-9-3,7319.34,gizmo
482,2015-4-26,3053.9,whoozit
483,2026-1-18,4664.58,pet
484,2001-12-12,1737.38,gadget
485,2020-4-29,6998.76,phone
486,2005-3-5,5424.39,whoozit
487,2021-3-22,4840.49,subscription
488,2005-5-4,3025.90,car
489,2000-12-4,1588.25,toy
490,2007-7-24,5344.0,pet
491,2009-8-8,697.90,gadget
492,2022-7-13,9393.62,toy
493,2009-9-27,7603.51,phone
494,2020-8-28,1165.36,whatsit
495,2018-8-20,8255.59,book
496,2017-1-22,1977.29,thingy
497,2007-12-8,9453.8,whoozit
498,2021-1-3,6690.91,whoozit
499,2018-8-1,1701.8,gizmo
500,1997-11-24,2484.13,gizmo
501,2014-10-21,2992.58,doohickey
502,1998-11-16,4393.59,book
503,2013-10-5,1844.94,thingamabob
504,1996-1-6,8552.0,subscription
505,1997-5-17,9966.3,toy
506,2016-3-10,6040.95,thingamabob
507,2001-9-14,9216.46,gadget
508,2017-3-29,9295.56,thingy
509,2008-11-24,3972.49,whoozit
510,2007-4-22,9401.34,whatsit
511,2025-6-12,8656.38,whoozit
512,2013-3-27,5998.40,toy
513,2020-2-30,1008.42,book
514,2006-2-12,2285.90,gadget
515,2003-1-4,4714.75,thingamabob
516,2016-5-12,5409.69,doohickey
517,2000-8-5,187.42,whoozit
518,1997-10-14,7592.41,gadget
519,2014-8-21,9709.26,phone
520,2012-4-27,5607.69,toy
521,2019-2-4,2716.15,whoozit
522,1998-11-7,5599.99,whatsit
523,2015-10-15,8772.37,book
524,2021-3-20,6890.14,thingy
525,2004-12-3,9727.74,whoozit
526,2014-9-6,2196.43,thingy
527,2001-8-23,8728.29,whoozit
528,1999-10-2,2655.56,pet
529,1997-1-15,2028.2,book
530,2017-8-29,4275.53,doohickey
531,2014-2-4,124.57,gizmo
532,2018-4-21,7725.76,whatchamacalit
533,2006-2-1,7380.10,gadget
534,2014-6-20,5987.72,doohickey
535,2001-2-27,4270.83,gadget
536,2000-8-10,4089.25,gizmo
537,2005-5-28,3375.52,pet
538,2001-6-2,2080.91,whoozit
539,2004-10-28,9602.87,phone
540,1998-11-29,6514.26,subscription
541,2011-10-10,6502.68,gizmo
542,2026-4-11,7018.26,gizmo
543,1996-6-2,4225.26,toy
544,2002-6-24,2982.57,phone
545,2020-1-19,493.44,thingamabob
546,1996-4-29,1113.41,book
547,2015-9-25,3955.16,toy
548,2006-6-2,7431.47,gizmo
549,1997-9-10,9528.10,whatsit
550,2014-12-10,7354.23,pet
551,1998-5-3,7705.80,doohickey
552,2008-2-21,4738.37,gizmo
553,2003-6-6,4383.94,toy
554,2010-7-24,5171.32,thingy
555,2005-10-10,4552.16,phone
556,2014-5-9,431.95,car
557,2008-9-9,2120.45,subscription
558,2013-1-20,9820.62,whoozit
559,2005-6-20,9312.43,phone
560,2012-7-9,60.0,car
561,1996-5-6,2388.44,pet
562,2009-11-21,8623.96,gadget
563,2020-10-24,5969.63,subscription
564,1995-4-18,5723.14,book
565,2005-11-23,5935.1,thingy
566,2016-8-5,7753.46,book
567,2008-4-8,789.26,thingy
568,2003-4-23,9673.19,toy
569,2026-2-3,3411.97,phone
570,1999-1-27,5793.96,whatsit
571,2017-11-8,9456.84,car
572,2007-4-5,7497.86,subscription
573,2001-12-12,5040.7,subscription
574,2020-3-4,2764.7,book
575,2019-3-8,5060.95,doohickey
576,2007-5-19,5806.94,doohickey
577,2013-8-11,4269.38,doohickey
578,2018-12-18,5848.39,gadget
579,2023-3-5,6291.79,gadget
580,1999-3-23,1909.40,whatchamacalit
581,2025-1-21,949.40,book
582,2020-2-2,5504.97,car
583,2023-11-24,7646.66,whoozit
584,1996-8-18,5429.77,thingy
585,2021-6-30,2170.96,whoozit
586,2022-11-20,8197.25,toy
587,2017-6-19,6016.72,subscription
588,2011-5-23,4323.92,car
589,2025-1-28,1298.88,book
590,2012-11-7,4445.81,doohickey
591,2017-4-16,464.99,phone
592,2001-7-24,257.5,whatchamacalit
593,2010-12-13,8334.96,whatchamacalit
594,2001-9-28,3398.79,doohickey
595,2009-3-15,4548.43,toy
596,2008-9-20,816.49,whatsit
597,2005-9-2,7154.79,phone
598,2026-10-18,7660.89,whatchamacalit
599,2004-10-23,3011.50,whatsit
600,1998-7-12,8495.68,subscription
601,1996-10-19,7736.46,whatsit
602,2023-4-18,4566.11,toy
603,2020-8-4,7186.76,whatchamacalit
604,2001-6-14,8934.35,subscription
605,2007-8-25,3950.17,whoozit
606,2016-11-14,2618.79,thingy
607,2006-8-26,5936.13,toy
608,2023-2-15,3361.80,subscription
609,2022-12-23,9991.20,book
610,1999-6-1,4301.63,whatsit
611,2024-11-24,1490.99,doohickey
612,2026-6-7,2709.88,thingamabob
613,2010-12-23,1062.94,pet
614,2004-2-11,8983.58,gadget
615,2004-9-12,1982.30,whatsit
616,1999-11-20,3350.91,thingy
617,2004-2-25,6366.76,whatsit
618,2007-9-17,2112.94,toy
619,2014-9-30,5050.36,thingy
620,2005-11-3,6933.79,thingy
621,2001-11-17,5014.6,whatsit
622,2013-10-23,9421.7,whatchamacalit
623,1995-12-15,9323.87,subscription
624,2020-5-20,9263.98,whatsit
625,2020-3-3,7926.65,whatsit
626,2024-10-26,7354.37,car
627,2007-1-3,3131.45,whoozit
628,2001-6-30,5695.3,phone
629,2009-4-4,1312.40,book
630,2000-4-28,3417.67,gadget
631,2003-9-24,2277.75,book
632,2016-6-18,2999.0,gadget
633,2000-9-11,9816.78,toy
634,2025-3-14,2676.99,car
635,2003-6-3,1206.82,whatchamacalit
636,2003-10-25,164.82,thingamabob
637,2004-6-9,9918.71,thingamabob
638,1996-8-21,9099.39,subscription
639,2016-8-25,4404.44,book
640,2016-5-20,3091.48,doohickey
641,2015-1-1,6670.85,phone
642,1999-8-17,2969.41,whoozit
643,2014-12-27,7370.40,thingamabob
644,2005-12-20,643.54,toy
645,2017-5-24,9355.27,book
646,2021-11-16,8065.27,thingy
647,2011-1-25,8988.15,pet
648,2011-6-24,2013.44,car
649,1999-5-2,4159.12,whatsit
650,2012-6-27,4829.86,doohickey
651,2020-1-5,9640.15,pet
652,2015-1-1,7871.63,gadget
653,2019-4-10,4439.68,subscription
654,2010-5-5,8228.8,whoozit
655,2025-3-1,1900.89,book
656,2025-5-15,241.31,phone
657,2010-1-20,1668.6,whatsit
658,1996-9-11,1525.24,subscription
659,2024-5-7,3131.48,doohickey
660,2022-4-16,8589.42,gadget
661,1996-6-21,2654.26,whatchamacalit
662,1999-5-19,9660.46,thingamabob
663,2025-10-11,1842.12,book
664,2022-12-4,2065.31,gadget
665,2015-3-2,1106.43,thingamabob
666,2008-6-13,8472.31,gizmo
667,1997-8-9,2118.0,gizmo
668,2023-4-13,363.95,gizmo
669,2008-4-25,4149.62,doohickey
670,2002-10-5,8445.17,thingamabob
671,1996-5-23,2978.39,car
672,2007-9-12,8170.82,pet
673,2025-7-20,6850.21,gadget
674,2005-8-30,4218.90,toy
675,2024-2-20,1986.95,subscription
676,2013-10-15,656.70,book
677,2018-7-10,375.90,thingy
678,2015-4-6,3544.1,car
679,2010-7-21,4949.52,car
680,2007-12-24,9966.15,toy
681,2008-3-17,1822.98,pet
682,2012-6-18,1932.31,book
683,2018-9-19,6055.96,toy
684,2007-11-25,5175.31,gadget
685,2009-7-17,6355.13,doohickey
686,2004-9-5,1665.69,pet
687,2001-11-13,5261.78,thingy
688,2018-10-17,679.28,gizmo
689,1998-1-14,4696.14,gizmo
690,2024-4-25,6409.61,car
691,2022-11-25,2292.58,pet
692,2013-7-1,458.24,toy
693,2016-7-12,1580.18,whatsit
694,2017-7-18,5139.38,book
695,2004-10-11,9067.62,phone
696,2017-9-29,8202.12,toy
697,2004-3-19,3244.54,thingamabob
698,2002-1-27,1568.31,car
699,2009-7-18,4904.3,book
700,2009-12-14,5731.44,car
701,2007-8-10,4547.97,toy
702,1997-6-4,7809.33,pet
703,2003-6-10,1326.39,gizmo
704,2020-7-4,4699.61,whatsit
705,2023-6-22,8805.4,phone
706,2006-9-23,3475.72,whatchamacalit
707,2018-5-27,5817.78,gadget
708,2013-6-17,9017.84,toy
709,1996-10-15,5921.22,gizmo
710,1999-11-14,3923.97,thingamabob
711,2022-11-26,6349.57,car
712,1996-1-5,7973.39,phone
713,2020-6-8,6900.43,pet
714,2023-4-3,3862.83,subscription
715,2013-12-28,1034.38,gadget
716,2003-6-10,2505.99,doohickey
717,2003-3-3,5338.42,subscription
718,2016-7-13,5032.28,toy
719,2010-11-10,9719.10,whoozit
720,2024-11-19,9583.38,whatsit
721,2006-7-4,8965.22,whoozit
722,2000-10-3,9159.86,phone
723,2008-4-17,6876.0,phone
724,2015-10-3,2174.49,thingy
725,1997-6-9,6833.38,pet
726,2023-9-3,9905.55,thingamabob
727,2009-11-4,7606.8,toy
728,1997-10-14,4730.78,gizmo
729,2013-12-24,230.89,gadget
730,2026-8-26,28.23,whatsit
731,2020-11-10,1110.35,subscription
732,2024-10-5,6682.50,whatchamacalit
733,1996-10-29,7909.96,phone
734,2001-4-20,2442.35,pet
735,2015-2-21,8453.66,book
736,2002-8-10,8889.10,thingamabob
737,2016-9-11,8720.0,subscription
738,2011-12-22,6416.36,whatsit
739,2026-7-7,3956.28,thingy
740,2026-11-28,501.5,gadget
741,2000-1-21,7228.48,doohickey
742,1998-4-24,2600.3,phone
743,2025-8-23,2057.32,car
744,2000-7-9,6209.62,pet
745,2009-2-15,399.66,subscription
746,2016-7-12,3103.75,thingy
747,2003-12-7,3977.70,phone
748,2003-9-28,6323.56,toy
749,2006-11-24,5950.18,whatchamacalit
750,2009-7-17,5327.31,gizmo
751,2007-11-5,1020.25,phone
752,2018-6-2,4666.74,phone
753,2023-6-7,5438.99,pet
754,2002-3-18,767.94,pet
755,2007-3-10,3853.21,whatsit
756,1996-9-30,1714.0,whatchamacalit
757,1999-1-13,7687.39,thingamabob
758,2010-8-22,2501.45,book
759,2017-6-28,9591.17,phone
760,2023-8-6,2972.92,whoozit
761,2007-11-14,621.84,whoozit
762,1998-11-22,7553.81,car
763,2018-10-20,1037.10,whatsit
764,2001-2-22,5027.31,toy
765,2007-3-20,2106.89,toy
766,2017-4-22,2879.52,book
767,2021-5-5,4892.26,book
768,1998-3-11,4246.46,phone
769,2009-1-10,2881.55,thingy
770,1997-12-9,6148.63,pet
771,2008-6-28,8296.99,thingy
772,2024-2-29,5581.54,phone
